tipo_oggetto,nome_oggetto,file_origine,simbolo_o_migration,categoria,prodotto_target,azione_futura,modalità_condivisione,decisione,dati_o_finalità,dipendenze,motivazione,note
policy_rls,"create policy ""Public can view languages of published profiles""",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:70,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can view their own profile languages""",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:95,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can add their own profile languages""",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:103,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can update their own profile languages""",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:126,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can delete their own profile languages""",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:134,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select on public.profile_languages to anon;",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:140,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select, insert, delete on public.profile_languages to authenticated;",supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:148,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,grant update (,supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:150,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.set_profile_languages_updated_at (),supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:157,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profile_languages_set_updated_at,supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:169,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.enforce_single_primary_language (),supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:183,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profile_languages_enforce_single_primary,supabase/migrations/20260718113607_create_profile_languages_table.sql,20260718113607_create_profile_languages_table.sql:203,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
tabella,create table public.profiles (,supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:5,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profiles_display_name_idx on public.profiles using btree (display_name);",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:50,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profiles_organization_name_idx on public.profiles using btree (organization_name);",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:52,CONDIVISO,Entrambi con record separati,DUPLICARE_SCHEMA_E_STABILIRE_OWNER,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Organizzazioni con finalità B2B o ricerca,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profiles_city_idx on public.profiles using btree (city);",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:54,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profiles_organization_type_idx on public.profiles using btree (organization_type);",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:56,CONDIVISO,Entrambi con record separati,DUPLICARE_SCHEMA_E_STABILIRE_OWNER,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Organizzazioni con finalità B2B o ricerca,"Ricostruzione statica; statement multilinea nel file origine"
rls_enablement,"alter table public.profiles enable row level security;",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:58,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Public can view active profiles""",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:61,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can view their own profile""",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:69,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can update their own profile""",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:80,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select on public.profiles to anon, authenticated;",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:87,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
revoke,"revoke insert, update, delete on public.profiles from authenticated;",supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:89,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,grant update (,supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:91,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.set_profiles_updated_at (),supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:108,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profiles_set_updated_at,supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:120,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.handle_new_user (),supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:129,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger on_auth_user_created,supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:172,CONDIVISO,Entrambi con implementazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Fondazione tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.normalize_profile_slug (),supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:180,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profiles_normalize_slug,supabase/migrations/20260718103949_create_profiles_table.sql,20260718103949_create_profiles_table.sql:199,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
tabella,create table public.language_service_types (,supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:36,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create unique index language_service_types_slug_idx on public.language_service_types (lower(trim(slug)));",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:79,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index language_service_types_category_idx on public.language_service_types using btree (category);",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:83,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index language_service_types_is_active_idx on public.language_service_types using btree (is_active);",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:85,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index language_service_types_sort_order_idx on public.language_service_types using btree (sort_order);",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:87,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
rls_enablement,"alter table public.language_service_types enable row level security;",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:89,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Public can view active service types""",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:94,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select on public.language_service_types to anon, authenticated;",supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:100,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.set_language_service_types_updated_at (),supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:103,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger language_service_types_set_updated_at,supabase/migrations/20260718190540_create_language_service_types_table.sql,20260718190540_create_language_service_types_table.sql:115,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
tabella,create table public.language_service_specializations (,supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:19,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create unique index language_service_specializations_slug_idx on public.language_service_specializations (lower(trim(slug)));",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:53,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index language_service_specializations_is_active_idx on public.language_service_specializations using btree (is_active);",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:57,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index language_service_specializations_sort_order_idx on public.language_service_specializations using btree (sort_order);",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:59,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
rls_enablement,"alter table public.language_service_specializations enable row level security;",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:61,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Public can view active service specializations""",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:66,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select on public.language_service_specializations to anon, authenticated;",supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:72,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.set_language_service_specializations_updated_at (),supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:75,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger language_service_specializations_set_updated_at,supabase/migrations/20260718190638_create_language_service_specializations_table.sql,20260718190638_create_language_service_specializations_table.sql:87,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
tabella,create table public.profile_language_services (,supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:13,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,create index profile_language_services_type_pair_idx on public.profile_language_services using btree (,supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:94,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profile_language_services_language_pair_idx on public.profile_language_services using btree (source_language_id, target_language_id);",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:102,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
indice,"create index profile_language_services_target_language_idx on public.profile_language_services using btree (target_language_id);",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:106,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.validate_profile_language_service (),supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:114,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profile_language_services_validate,supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:170,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
rls_enablement,"alter table public.profile_language_services enable row level security;",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:175,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Public can view services of active profiles""",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:181,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can view their own language services""",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:226,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can add their own language services""",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:233,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can update their own language services""",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:240,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
policy_rls,"create policy ""Users can delete their own language services""",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:248,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select on public.profile_language_services to anon;",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:254,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
grant,"grant select, insert, update, delete on public.profile_language_services to authenticated;",supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:256,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
funzione_sql,create or replace function public.set_profile_language_services_updated_at (),supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:259,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
trigger,create trigger profile_language_services_set_updated_at,supabase/migrations/20260718190718_create_profile_language_services_table.sql,20260718190718_create_profile_language_services_table.sql:271,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
tabella,create table public.profile_language_service_specializations (,supabase/migrations/20260718190814_create_profile_language_service_specializations_table.sql,20260718190814_create_profile_language_service_specializations_table.sql:8,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,"schema, sicurezza o accesso dati","PostgreSQL,Supabase",Catalogo o utilità tecnica neutrale,"Ricostruzione statica; statement multilinea nel file origine"
